   7.1997095556653345e-01	   5.9095481702096464e-01	   5.4050206889372132e-01	   4.9710015444401423e-01	   4.6070475405538330e-01	   3.9706709673235746e-01	   3.0947139733909501e-01	   2.3418351566188908e-01	   2.2195098921648365e-01	   2.6012244666220952e-01	   3.3317268483629842e-01	   4.1149121785460374e-01	   5.0256301954485838e-01	   5.6767812624443537e-01	   6.1322787024841885e-01	   6.7402186130108788e-01	   7.4307952056217252e-01	   8.2433005233694345e-01	   7.8058226293600241e-01	   6.6966946330942778e-01	   5.8982512203823578e-01	   5.2530069603311524e-01	   4.4540567624190835e-01	   3.6839023946036537e-01	   2.6862809871266247e-01	   1.9303616036505689e-01	   2.5091157353002369e-01	   3.3599815381449222e-01	   3.8011541320744696e-01	   3.8813677211501868e-01	   3.8937756316452377e-01	   4.1818292174685390e-01	   4.4776225773956047e-01	   4.4523265353591074e-01	   4.0024268491493226e-01	   3.4121817832830037e-01	   3.2148476643256779e-01	   3.3299929927293570e-01	   3.5604789554645205e-01	   3.8870184729598289e-01	   4.4201392543646484e-01	   4.9578174972960959e-01	   4.4722328927715177e-01	   3.9227871306841916e-01	   3.7265886358584421e-01	   3.8537785029669896e-01	   4.1469188274559893e-01	   4.4807555792929954e-01	   4.5024209449946367e-01	   4.4168235680732693e-01	   4.4835196719638709e-01	   4.6558522319855322e-01	   4.8905797675528512e-01	   5.2575870274762759e-01	   5.8602701358252629e-01	   6.6644338277644710e-01	   7.3727139838958489e-01	   7.4960433441810381e-01	   6.9605812277403811e-01	   6.0686087868029670e-01	   5.1293641461515893e-01	   4.3115095724188202e-01	   3.5488820630821444e-01	   2.8170025975984736e-01	   2.2947368679915187e-01	   2.4032913758760902e-01	   2.8944964251149380e-01	   3.3348722284512672e-01	   4.0464660406383168e-01	   4.9396288806213295e-01	   4.4791193698945425e-01	   2.9269806751288763e-01	   4.1582822651430806e-01	
   6.8616782743241223e-01	   5.6521993373808666e-01	   5.1472484357929837e-01	   4.7190496528368941e-01	   4.3389403729245318e-01	   3.6797580533230001e-01	   2.7190497576518624e-01	   1.7057522309182557e-01	   1.5830745503077290e-01	   2.3032415660620290e-01	   3.2834277829354092e-01	   4.1750442144554106e-01	   5.1541061734997906e-01	   5.9091204514764650e-01	   6.4619713827348801e-01	   7.1112918573160699e-01	   7.7634754193930700e-01	   8.4500223516056416e-01	   7.7002559223510891e-01	   6.5227882417499428e-01	   5.7042499804230373e-01	   5.0813615778254650e-01	   4.3013259436595846e-01	   3.5368375652923167e-01	   2.5451177760368948e-01	   1.7103999303062092e-01	   2.3326483544925378e-01	   3.2583252575746008e-01	   3.6832221738706189e-01	   3.9374951166542160e-01	   4.0119096733646442e-01	   4.2211545479695217e-01	   4.4430294045780983e-01	   4.2157381922246862e-01	   3.5102480014679327e-01	   2.4001587252107365e-01	   1.3046951648705440e-01	   8.5293646775636167e-02	   1.3424613934194560e-01	   2.0294690716832556e-01	   2.8773821608476791e-01	   3.3873800342169824e-01	   2.6601472139360499e-01	   1.7196860397818731e-01	   1.4008034595175650e-01	   2.0167917805660618e-01	   2.7464223064334431e-01	   3.3860227984630537e-01	   3.3722901913613501e-01	   2.9863556923955442e-01	   2.8758634552611229e-01	   3.0452045450871712e-01	   3.3757790968046802e-01	   3.9238761890009927e-01	   4.7437327921658307e-01	   5.7171957977774934e-01	   6.6456032377059537e-01	   7.3528948031747232e-01	   7.1837751221714763e-01	   6.4822543798919396e-01	   5.6186809885231492e-01	   4.8199576184702531e-01	   4.0483279474260808e-01	   3.2777042406967655e-01	   2.5611548922001665e-01	   2.2117651461641277e-01	   2.3809685739783068e-01	   2.6615640901371435e-01	   3.3148715599680506e-01	   4.2020830602165188e-01	   3.9572751288816066e-01	   2.0734203117893299e-01	   2.9685485644029996e-01	
   6.8128407785064449e-01	   5.5864730004737329e-01	   5.0875691164457348e-01	   4.6536841569645326e-01	   4.2665697553209309e-01	   3.6327575851596711e-01	   2.7242707319821036e-01	   1.6762687208110916e-01	   1.5556278051792879e-01	   2.3661870936239154e-01	   3.3934553710483900e-01	   4.2705001721706154e-01	   5.2439003823152430e-01	   6.0900690068306107e-01	   6.7774092896977112e-01	   7.5469649291611962e-01	   8.2287889955834237e-01	   8.8159332333314588e-01	   7.8450121481444379e-01	   6.6330022618342521e-01	   5.8204223847845482e-01	   5.2204363435560941e-01	   4.4572845080671569e-01	   3.7047752118914506e-01	   2.7181225663856545e-01	   1.8610873836877903e-01	   2.4973124364021804e-01	   3.2875561820209204e-01	   3.5066605907292392e-01	   3.8072814938115612e-01	   3.8269909483163517e-01	   3.9782498939007976e-01	   4.2666484060078785e-01	   4.1014287850502351e-01	   3.4708229498155374e-01	   2.4477069890287972e-01	   1.5777071320978595e-01	   1.4526098213467059e-01	   1.8747614096617438e-01	   2.3962838572547196e-01	   3.0724974493237428e-01	   3.3431052376682791e-01	   2.4792395518844229e-01	   1.3571215908443182e-01	   8.1222980811927817e-02	   1.7517886397187268e-01	   2.5851064051338440e-01	   3.2766260720723073e-01	   3.1683910730941695e-01	   2.4685099181222270e-01	   2.0569115811257879e-01	   2.1175495238176581e-01	   2.5091411481118109e-01	   3.1707153711741143e-01	   4.0773620747068723e-01	   5.0599218690722192e-01	   5.9404358931894974e-01	   6.8006244763243728e-01	   7.2463601356644280e-01	   6.7549592498316635e-01	   5.9926059717736668e-01	   5.2151119145409919e-01	   4.4558708640078365e-01	   3.6815202230970323e-01	   2.8651386511411819e-01	   2.1713268884636736e-01	   1.9079165454396518e-01	   2.0395127042909147e-01	   2.8296855214837474e-01	   3.9195913156467932e-01	   4.0480994631497053e-01	   2.6520036462666313e-01	   3.2828473142161890e-01	
   6.8681547461347436e-01	   5.6537527299292356e-01	   5.1293841213123459e-01	   4.6882529382018939e-01	   4.3213115270253299e-01	   3.7708961211416336e-01	   2.9641067162063500e-01	   2.1264197741635624e-01	   2.0428857109996920e-01	   2.6187911901357003e-01	   3.4927514903745588e-01	   4.2910416156807407e-01	   5.2631434205896743e-01	   6.1910422194057801e-01	   6.9635751179654659e-01	   7.7913278458650359e-01	   8.5109797154172606e-01	   8.9556149287534770e-01	   8.0716758005283640e-01	   6.9518996930238541e-01	   6.1794006979952254e-01	   5.5975898456539697e-01	   4.8288146514277008e-01	   4.0675201892600732e-01	   3.1117327872660544e-01	   2.2589885121349731e-01	   2.6672985931479920e-01	   3.0804753377539806e-01	   3.0281680489231383e-01	   3.3885868306795469e-01	   3.3547172336597925e-01	   3.4387780579649857e-01	   3.8450025545657340e-01	   3.8649107931788296e-01	   3.5069548521895982e-01	   2.9045145393862271e-01	   2.7036295616083639e-01	   2.9375152949495564e-01	   3.2771201208592915e-01	   3.5852355897620952e-01	   3.9204603681826966e-01	   3.8094913194470925e-01	   2.9634660217131814e-01	   2.1707394662430732e-01	   1.8653322322110735e-01	   2.3573072136546158e-01	   2.9676121023961288e-01	   3.5182199504799239e-01	   3.2560272163683823e-01	   2.3241669287462452e-01	   1.5236085206528890e-01	   1.1883598816209420e-01	   1.5579437307287852e-01	   2.3559523406866145e-01	   3.3471820603222185e-01	   4.3311569866169436e-01	   5.1618395272887152e-01	   5.9638451671091419e-01	   6.6991595190089737e-01	   6.6674927216788971e-01	   6.0184529311532697e-01	   5.2946900979029676e-01	   4.6057052992702979e-01	   3.8923465626160580e-01	   3.1019431933323000e-01	   2.3383497834847908e-01	   1.7689917684558737e-01	   1.6044956980258346e-01	   2.4292166281574881e-01	   3.6848207938723121e-01	   4.1184746169811465e-01	   3.0915646431868504e-01	   3.9175473415382500e-01	
   6.9309176954455531e-01	   5.7905177911430639e-01	   5.2837948284998970e-01	   4.8237846136727464e-01	   4.4315653115927744e-01	   3.8537889928996061e-01	   2.9660405283331021e-01	   2.0136727357433173e-01	   1.8434427032430162e-01	   2.3653670792526496e-01	   3.2081967043821213e-01	   4.0275043127370153e-01	   5.0995698409371248e-01	   6.1270956274321564e-01	   6.9102017904387758e-01	   7.6211566576778367e-01	   8.1904736224965091e-01	   8.5728203317456952e-01	   8.1515926854794030e-01	   7.3633147775612218e-01	   6.7340868908967533e-01	   6.0835522811188136e-01	   5.2214754074195213e-01	   4.4503871599518185e-01	   3.5908359735557394e-01	   2.8633129936861862e-01	   2.9841069632205286e-01	   2.8919853220520936e-01	   2.5073033515277543e-01	   2.8704819267615117e-01	   2.7247536793660582e-01	   2.6618528441090522e-01	   3.1916581624651891e-01	   3.4240389414631578e-01	   3.4482066157682056e-01	   3.4158751043383734e-01	   3.7830368753919269e-01	   4.3393096486327393e-01	   4.8467601104436642e-01	   5.1659574644707640e-01	   5.1769725774452280e-01	   4.6070367129195067e-01	   3.7445794316003861e-01	   3.1085549302925614e-01	   2.8808046493703499e-01	   3.2161068638760826e-01	   3.6743366102905045e-01	   4.0440910842567085e-01	   3.6353097035437665e-01	   2.7014381209707711e-01	   1.8879312572629875e-01	   1.1577345228701995e-01	   7.8683604166944074e-02	   1.4971871262541020e-01	   2.5417354278277832e-01	   3.5645557301947972e-01	   4.3712458275062066e-01	   5.0950475976444876e-01	   5.7400479272891625e-01	   6.1360761986094603e-01	   5.8460556840156841e-01	   5.2383206651696768e-01	   4.5815397872549285e-01	   3.9415842708323545e-01	   3.2195796555244527e-01	   2.5410152011978099e-01	   1.9554052009600240e-01	   1.6191245917106376e-01	   2.2321130080035514e-01	   3.4551047458753115e-01	   3.8803022485414379e-01	   2.3739856464993161e-01	   3.8647726666199966e-01	
   6.9412505869988517e-01	   5.9228388263582643e-01	   5.4564437391550347e-01	   4.9926948314997244e-01	   4.5735407159726532e-01	   3.9231088457583924e-01	   2.8497186522188023e-01	   1.4579865187518687e-01	   8.9237220484367746e-02	   1.7341388924227774e-01	   2.7943046511247555e-01	   3.7635128141312946e-01	   4.9568393272042333e-01	   6.0299998916312991e-01	   6.7605710634170713e-01	   7.3304950481703535e-01	   7.7326658709203078e-01	   8.0327726475470895e-01	   7.9047782229835539e-01	   7.3118726861104644e-01	   6.8318575919087621e-01	   6.2790628442037721e-01	   5.4488984601503221e-01	   4.7242375375896206e-01	   3.9451906190798003e-01	   3.2094739031590569e-01	   2.9560976543564516e-01	   2.6350570726677502e-01	   1.9994504830576160e-01	   2.2040307543064130e-01	   2.1469867397638831e-01	   2.1973312510878426e-01	   2.8044201707480321e-01	   3.2152724626758034e-01	   3.6111805861123719e-01	   4.0139406677230272e-01	   4.7563408703750332e-01	   5.6296022303186033e-01	   6.4753200469346228e-01	   6.9529475074420777e-01	   6.4889587463556431e-01	   5.4860493173988911e-01	   4.5569031151969175e-01	   4.0087622094538056e-01	   3.8527774089881600e-01	   4.1393493918069307e-01	   4.5653856145088995e-01	   4.8013300414227533e-01	   4.3033405877893971e-01	   3.5687957589822605e-01	   2.9732698756952086e-01	   2.3878864224083365e-01	   1.7147758687060499e-01	   1.1446300875024837e-01	   1.5282884381546610e-01	   2.5119006967280016e-01	   3.3333085901749904e-01	   4.0286114928426114e-01	   4.6322548651446077e-01	   5.2096775744433621e-01	   5.5586773570621650e-01	   5.2033159216657598e-01	   4.6001607903812708e-01	   4.0049172720770526e-01	   3.3468871996509120e-01	   2.7568669555317021e-01	   2.2520554080722271e-01	   2.0104431099421990e-01	   2.5668809257614300e-01	   3.7345742359885820e-01	   4.1612595608143499e-01	   2.5447034720344153e-01	   3.9963232233122264e-01	
   6.7844568443492259e-01	   5.9389796602116252e-01	   5.5593246589159351e-01	   5.1003974979058864e-01	   4.6565453124551393e-01	   3.9938914414847376e-01	   2.8961779709414837e-01	   1.4500717805815558e-01	   7.3748930793317666e-02	   1.6301589610215675e-01	   2.7099735214020815e-01	   3.7147849039147368e-01	   4.9136834441454585e-01	   5.9467429638643554e-01	   6.5671541336828088e-01	   6.9858689397495144e-01	   7.2969809253577189e-01	   7.6417572741434148e-01	   7.7979288364867949e-01	   7.4468308191852350e-01	   7.1334757103337909e-01	   6.6240532047268941e-01	   5.7116135106616861e-01	   4.8764405983486403e-01	   4.0267587252301468e-01	   3.1731078790219497e-01	   2.5749361212916055e-01	   2.0957970739346329e-01	   1.5154927584458724e-01	   1.6344100456816529e-01	   1.6263444063778873e-01	   1.7532048859195037e-01	   2.3526805239767995e-01	   2.8371672510363349e-01	   3.3895985059768979e-01	   4.0438590007525638e-01	   5.0206549151049351e-01	   6.1838387956504925e-01	   7.4921195993849532e-01	   8.3264567151318225e-01	   7.3391142140706456e-01	   6.0518249842150396e-01	   5.1816364542729088e-01	   4.8810609064089133e-01	   4.9293642991812880e-01	   5.2644725596134656e-01	   5.6622391757014046e-01	   5.6429255777130527e-01	   5.1283558609176016e-01	   4.5849169840289677e-01	   4.1115729932399875e-01	   3.5892025675408301e-01	   2.9534302510687799e-01	   2.2310696711679981e-01	   1.4032466357785697e-01	   1.4212209197938067e-01	   2.2105605606086010e-01	   2.9576565203959998e-01	   3.6149156750285805e-01	   4.3289883005127361e-01	   5.2185157777187074e-01	   5.1550302787539015e-01	   4.5581130965786298e-01	   3.9728353279420858e-01	   3.3428161686740337e-01	   2.8160755190236214e-01	   2.4302515461313978e-01	   2.4073404217275005e-01	   3.1560077208308596e-01	   4.5066307838756103e-01	   5.1227551413276728e-01	   3.7893035477734677e-01	   4.4914176341622064e-01	
   6.4301661492816464e-01	   5.7248916537263561e-01	   5.4455595177246974e-01	   5.0521614370837953e-01	   4.6658354961526860e-01	   4.0633536613072119e-01	   3.0317802128541893e-01	   1.8415355282210921e-01	   1.4841515195733385e-01	   1.9873275380000474e-01	   2.8289433979728923e-01	   3.7517623163727454e-01	   4.8805595150735304e-01	   5.8019483533442651e-01	   6.2682297076130988e-01	   6.5319614559397210e-01	   6.7905182647574269e-01	   7.1998059817087745e-01	   7.5673979210241471e-01	   7.4873875253148559e-01	   7.2747494755195741e-01	   6.7543643634804906e-01	   5.8415598442130567e-01	   4.9169847761437796e-01	   4.0280190473748378e-01	   3.1899790277328416e-01	   2.3838862878565098e-01	   1.7262484499673161e-01	   1.2878299030984788e-01	   1.2420663649868792e-01	   9.4140363701771618e-02	   7.9111182162222682e-02	   1.3681381229247302e-01	   2.0204119861144057e-01	   2.7303625099003764e-01	   3.5837407412334316e-01	   4.7179333659723244e-01	   5.8357151755522907e-01	   6.7088690589317579e-01	   6.9623602940238072e-01	   6.5435423613336563e-01	   5.8237225931388981e-01	   5.4154335903713735e-01	   5.6442749642547252e-01	   6.1112826941643861e-01	   6.6345699793868751e-01	   6.8930990441410578e-01	   6.3982904751124370e-01	   5.8965053879312135e-01	   5.4543200009172954e-01	   5.0272084519080185e-01	   4.5083381022048258e-01	   3.8678388825393056e-01	   3.1796714832929318e-01	   2.2471450721267486e-01	   1.3395608889210200e-01	   1.5846583127240232e-01	   2.3130304684019190e-01	   3.0256933910235373e-01	   3.8299176919432726e-01	   4.8575302175911789e-01	   5.0305772189748788e-01	   4.4288299267044595e-01	   3.8203483709180852e-01	   3.1688375925140572e-01	   2.6308457285351317e-01	   2.3173986160117926e-01	   2.5850474041806826e-01	   3.6460544734980016e-01	   5.2772824804922569e-01	   6.0023364395963819e-01	   4.8080815286908929e-01	   5.0412520363695856e-01	
   5.9583307781923855e-01	   5.3098954550622124e-01	   5.1228770316979622e-01	   4.8361503721081772e-01	   4.5741061481800088e-01	   4.1184443371418977e-01	   3.2661690265724397e-01	   2.4749190557898645e-01	   2.3503917683708292e-01	   2.6238180732298028e-01	   3.1419040434999962e-01	   3.8679244933767953e-01	   4.8547351412655010e-01	   5.6019499121165672e-01	   5.8820661472491975e-01	   6.0123716405369576e-01	   6.2318490396402870e-01	   6.6812498090698746e-01	   7.1596759973517299e-01	   7.3253019110887596e-01	   7.2458097354929762e-01	   6.8236749820153331e-01	   6.0464275616847452e-01	   5.0811597196186864e-01	   4.1498863099825473e-01	   3.3875777221987546e-01	   2.4471839555561148e-01	   1.6312322068483409e-01	   1.1899089934667352e-01	   1.1638515739201967e-01	   9.9896206483835820e-02	   1.1070677829017711e-01	   1.4706294496901340e-01	   2.0642367292543501e-01	   2.7378059069190019e-01	   3.6127669070515683e-01	   4.7585370705488078e-01	   5.6089696771058406e-01	   5.8389111637359370e-01	   5.6505157845009268e-01	   5.2894866099028792e-01	   4.9242881225843366e-01	   5.0379248516671782e-01	   5.9318027104048321e-01	   7.1600195911328779e-01	   8.1710283680172735e-01	   7.8327538923080864e-01	   7.1027012196716333e-01	   6.6037800175565908e-01	   6.2252920226601394e-01	   5.8618292481953471e-01	   5.3596468247862361e-01	   4.7248835048028232e-01	   4.0339972080505038e-01	   3.0918682523853452e-01	   2.1900309690661024e-01	   2.0279437699416838e-01	   2.4347041985283691e-01	   2.9882800723044695e-01	   3.7025542178197385e-01	   4.6412193201190866e-01	   4.8306777035153914e-01	   4.2333135341523387e-01	   3.5970180601441004e-01	   2.8968979875653583e-01	   2.2981990557200652e-01	   2.0452823368708528e-01	   2.6391419002735916e-01	   3.9209400542775663e-01	   5.4368332586741508e-01	   5.6866241842869059e-01	   4.9042681203215910e-01	   5.1406753667999228e-01	
   5.5939165180053940e-01	   4.9122788357596314e-01	   4.7194561629555137e-01	   4.4905011193022037e-01	   4.3809732247166988e-01	   4.1388998182651793e-01	   3.6053023238615273e-01	   3.2890569851565910e-01	   3.3580836314567464e-01	   3.5192580733395873e-01	   3.7578083839767196e-01	   4.1968905758620129e-01	   4.9016868142959275e-01	   5.3847865985336096e-01	   5.4728073137353195e-01	   5.5005930296807271e-01	   5.6780365456201343e-01	   6.1357519144785211e-01	   6.6557795049615975e-01	   7.0126654604015393e-01	   7.0765015179802193e-01	   6.8024640599714248e-01	   6.2513054306877491e-01	   5.3308162885331545e-01	   4.3753588694478840e-01	   3.6279619554086934e-01	   2.5717937259332829e-01	   1.7245731676678261e-01	   1.3746854957790514e-01	   1.3788618424601012e-01	   1.3564345056609844e-01	   1.5313022974109758e-01	   1.7986940262109263e-01	   2.2540872482901667e-01	   2.8374103547570645e-01	   3.7588732225076593e-01	   4.9246026169144874e-01	   5.5072436223021093e-01	   5.1381078151593385e-01	   4.6311776371481628e-01	   4.1497998837132938e-01	   3.8665721279480852e-01	   4.2778825565697903e-01	   5.4385868889642186e-01	   6.8009567446321395e-01	   7.6934906911003675e-01	   7.3809801259187735e-01	   7.1551791522590813e-01	   6.9430174633771313e-01	   6.8139843830311442e-01	   6.6828207841039278e-01	   6.2778048190700242e-01	   5.6376277361594829e-01	   4.8246109959141109e-01	   3.8180925244298503e-01	   3.0327615059060348e-01	   2.8254330606721922e-01	   3.0042953020095942e-01	   3.3337493060547235e-01	   3.8205972746382522e-01	   4.5172071677763226e-01	   4.5726364101295536e-01	   3.9335217963007962e-01	   3.2550164709777746e-01	   2.5239586114530271e-01	   1.8560625759494853e-01	   1.6908088071801317e-01	   2.5137449999427713e-01	   3.7315938170925950e-01	   4.7049783871112005e-01	   4.4368127741738772e-01	   3.9632830114882156e-01	   4.5290929287392973e-01	
